,entity_name_digi,entity_name,value,cor_value,is_equal,is_substring,sequence_matcher,levenshtein_dist,category,pdf_name,word_len,levenshtein_dist_perc,ocr_mistake,ner_mistake
24,sender_address,sender_address,"Děčín, Děčín IV-Podmokly, Teplická 874/8, 405 02","Děčín; Děčín IV-Podmokly Teplická 874/8, 405 02",0,0,0.968421052631579,2,text,2074155,48,0.041666666666666664,True,False
25,sender_address,sender_address,"Děčín, Děčín IV-Podmokly, Teplická 874/8, 405 02",,0,1,0.0,48,text,2074155,48,1.0,False,True
26,sender_tax_id,sender_dic,CZ24729035,CZ24729035,1,1,1.0,0,code,2074155,10,0.0,False,False
27,sender_tax_id,sender_dic,+729035,,0,1,0.0,7,code,2074155,7,1.0,False,True
28,sender_register_id,sender_ic,24729035,24729035,1,1,1.0,0,code,2074155,8,0.0,False,False
29,sender_name,sender_name,"ČEZ Distribuce, a.s.",ČEZ Distribuce; a.s.,0,0,0.95,1,text,2074155,20,0.05,True,False
30,sender_name,sender_name,"ČEZ Distribuce, a.s.",,0,1,0.0,20,text,2074155,20,1.0,False,True
31,sender_vat_id,sender_vat,CZ24729035,,0,1,0.0,10,code,2074155,10,1.0,False,True
32,tax_rate,tax_rate,21,,0,1,0.0,2,misc,2074155,2,1.0,False,True
33,total_base,total_amount_base,202947.92,,0,1,0.0,9,amount,2074155,9,1.0,False,True
34,total_due,total_amount_due,245566.98,245566.98,1,1,1.0,0,amount,2074155,9,0.0,False,False
35,total_incl_tax,total_amount_incl_tax,245566.98,,0,1,0.0,9,amount,2074155,9,1.0,False,True
36,total_incl_tax,total_amount_incl_tax,245566.98,245566.98,1,1,1.0,0,amount,2074155,9,0.0,False,False
37,total_tax,total_amount_tax,42619.06,,0,1,0.0,8,amount,2074155,8,1.0,False,True
38,var_sym,var_sym,5460987014,5460987014,1,1,1.0,0,code,2074155,10,0.0,False,False
39,var_sym,var_sym,5460987014,5460987014,1,1,1.0,0,code,2074155,10,0.0,False,False
0,bank_account,bank_account,7739342/0800,7739342/0800,1,1,1.0,0,code,2074157,12,0.0,False,False
1,currency,currency,CZK,Kč,0,0,0.4,3,misc,2074157,3,1.0,True,False
2,due_date,date_due,2020-06-02,2020-06-02,1,1,1.0,0,date,2074157,10,0.0,False,False
3,issue_date,date_issue,2020-05-12,2020-05-12,1,1,1.0,0,date,2074157,10,0.0,False,False
4,taxable_supply_date,date_uzp,2020-05-10,2020-05-10,1,1,1.0,0,date,2074157,10,0.0,False,False
5,iban,iban,CZ7708000000000007739342,CZ7708000000000007739342,1,1,1.0,0,code,2074157,24,0.0,False,False
6,invoice_id,invoice_id,52201406,52201406,1,1,1.0,0,code,2074157,8,0.0,False,False
7,recipient_address,recipient_address,Třebešov 1 51601 Rychnov nad Kněžnou,51601 Rychnov nad Kněžnou,0,1,0.819672131147541,11,text,2074157,36,0.3055555555555556,True,False
8,recipient_address,recipient_address,Třebešov 1 Rychnov nad Kněžnou,,0,1,0.0,30,text,2074157,30,1.0,False,True
9,recipient_address,recipient_address,Třebešov 1 Rychnov nad Kněžnou,,0,1,0.0,30,text,2074157,30,1.0,False,True
10,recipient_address,recipient_address,Třebešov 1 Rychnov nad Kněžnou,,0,1,0.0,30,text,2074157,30,1.0,False,True
11,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2074157,10,0.0,False,False
12,recipient_register_id,recipient_ic,25947672,25947672,1,1,1.0,0,code,2074157,8,0.0,False,False
13,recipient_register_id,recipient_ic,25947672,,0,1,0.0,8,code,2074157,8,1.0,False,True
14,recipient_register_id,recipient_ic,25947672,,0,1,0.0,8,code,2074157,8,1.0,False,True
15,recipient_register_id,recipient_ic,25947672,,0,1,0.0,8,code,2074157,8,1.0,False,True
16,recipient_name,recipient_name,MATRIX. a.s.,MATRIX. a.s.,1,1,1.0,0,text,2074157,12,0.0,False,False
17,recipient_name,recipient_name,MATRIX. a.s.,,0,1,0.0,12,text,2074157,12,1.0,False,True
18,recipient_name,recipient_name,MATRIX.,,0,1,0.0,7,text,2074157,7,1.0,False,True
19,recipient_name,recipient_name,MATRIX. a.s.,,0,1,0.0,12,text,2074157,12,1.0,False,True
20,sender_address,sender_address,Dvořákova ul. 48 517 54 Vamberk,Dvořákova ul. 48,0,1,0.6808510638297872,15,text,2074157,31,0.4838709677419355,True,False
21,sender_tax_id,sender_dic,CZ48152200,CZ48152200,1,1,1.0,0,code,2074157,10,0.0,False,False
22,sender_register_id,sender_ic,48152200,48152200,1,1,1.0,0,code,2074157,8,0.0,False,False
23,sender_name,sender_name,"HDB, s. r. o.","HDB , S. r.0.",0,0,0.7692307692307693,4,text,2074157,13,0.3076923076923077,True,False
24,sender_name,sender_name,"HDB, s. r. o.",,0,1,0.0,13,text,2074157,13,1.0,False,True
25,sender_name,sender_name,"HDB, s. r. o.",,0,1,0.0,13,text,2074157,13,1.0,False,True
26,sender_name,sender_name,"HDB, s. r. o.",,0,1,0.0,13,text,2074157,13,1.0,False,True
27,tax_rate,tax_rate,21,21,1,1,1.0,0,misc,2074157,2,0.0,False,False
28,total_base,total_amount_base,19995.21,,0,1,0.0,8,amount,2074157,8,1.0,False,True
29,total_due,total_amount_due,24194.20,24194.20,1,1,1.0,0,amount,2074157,8,0.0,False,False
30,total_incl_tax,total_amount_incl_tax,24194.20,24194.20,1,1,1.0,0,amount,2074157,8,0.0,False,False
31,total_rounding,total_amount_rounding,0.00,0.00,1,1,1.0,0,amount,2074157,4,0.0,False,False
32,total_tax,total_amount_tax,4198.99,,0,1,0.0,7,amount,2074157,7,1.0,False,True
0,bank_account,bank_account,288096805/0300,288096805/0300,1,1,1.0,0,code,2074200,14,0.0,False,False
1,bic,bic,CEKOCZPP,CEKOCZPP,1,1,1.0,0,code,2074200,8,0.0,False,False
2,currency,currency,CZK,,0,1,0.0,3,misc,2074200,3,1.0,False,True
3,due_date,date_due,2020-06-24,2020-06-24,1,1,1.0,0,date,2074200,10,0.0,False,False
4,issue_date,date_issue,2020-05-15,2020-05-15,1,1,1.0,0,date,2074200,10,0.0,False,False
5,taxable_supply_date,date_uzp,2020-05-12,2020-05-12,1,1,1.0,0,date,2074200,10,0.0,False,False
6,description,description,Fakturujeme Vám zboží dle Vaší objednávky:,Fakturujeme Vám zboží dle Vaší objednávky:,1,1,1.0,0,text,2074200,42,0.0,False,False
7,iban,iban,CZ3103000000000288096805,CZ3103000000000288096805,1,1,1.0,0,code,2074200,24,0.0,False,False
8,invoice_id,invoice_id,20FV03722,20FVO3722,0,0,0.8888888888888888,1,code,2074200,9,0.1111111111111111,True,False
9,invoice_id,invoice_id,20FV03722,20FVO3722,0,0,0.8888888888888888,1,code,2074200,9,0.1111111111111111,True,False
10,recipient_address,recipient_address,Třebešov 1 516 01 Rychnov nad Kněžnou,516 01 Rychnov nad Kněžnou,0,1,0.8253968253968254,11,text,2074200,37,0.2972972972972973,True,False
11,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2074200,10,0.0,False,False
12,recipient_register_id,recipient_ic,25947672,25947672,1,1,1.0,0,code,2074200,8,0.0,False,False
13,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,2074200,11,0.0,False,False
14,sender_address,sender_address,Stará 205 789 61 Bludov,789 61 Bludov,0,1,0.7222222222222222,10,text,2074200,23,0.43478260869565216,True,False
15,sender_tax_id,sender_dic,CZ7204215799,CZ7204215799,1,1,1.0,0,code,2074200,12,0.0,False,False
16,sender_register_id,sender_ic,69204705,69204705,1,1,1.0,0,code,2074200,8,0.0,False,False
17,sender_name,sender_name,Radek Sadil,Radek Sadil,1,1,1.0,0,text,2074200,11,0.0,False,False
18,sender_name,sender_name,Radek Sadil,Radek Sadil,1,1,1.0,0,text,2074200,11,0.0,False,False
19,total_base,total_amount_base,6452.53,6452.53,1,1,1.0,0,amount,2074200,7,0.0,False,False
20,total_due,total_amount_due,7807.61,7807.61,1,1,1.0,0,amount,2074200,7,0.0,False,False
21,total_incl_tax,total_amount_incl_tax,7807.61,7807.61,1,1,1.0,0,amount,2074200,7,0.0,False,False
22,total_tax,total_amount_tax,1355.08,1355.08,1,1,1.0,0,amount,2074200,7,0.0,False,False
23,var_sym,var_sym,2003722,2003722,1,1,1.0,0,code,2074200,7,0.0,False,False
0,bank_account,bank_account,288096805/0300,288096805/0300,1,1,1.0,0,code,2074201,14,0.0,False,False
1,bic,bic,CEKOCZPP,CEKOCZPP,1,1,1.0,0,code,2074201,8,0.0,False,False
2,currency,currency,CZK,,0,1,0.0,3,misc,2074201,3,1.0,False,True
3,due_date,date_due,2020-06-24,724.06.2020,0,0,0.38095238095238093,8,date,2074201,10,0.8,True,False
4,issue_date,date_issue,2020-05-15,2020-05-15,1,1,1.0,0,date,2074201,10,0.0,False,False
5,taxable_supply_date,date_uzp,2020-05-05,705.05.2020,0,0,0.38095238095238093,8,date,2074201,10,0.8,True,False
6,description,description,Fakturujeme Vám zboží dle Vaší objednávky:,Fakturujeme Vám zboží dle Vaší objednávky:,1,1,1.0,0,text,2074201,42,0.0,False,False
7,iban,iban,CZ3103000000000288096805,CZ3103000000000288096805,1,1,1.0,0,code,2074201,24,0.0,False,False
8,invoice_id,invoice_id,20FV03723,20FVO3723,0,0,0.8888888888888888,1,code,2074201,9,0.1111111111111111,True,False
9,recipient_address,recipient_address,Třebešov 1 516 01 Rychnov nad Kněžnou,516 01 Rychnov nad Kněžnou,0,1,0.8253968253968254,11,text,2074201,37,0.2972972972972973,True,False
10,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2074201,10,0.0,False,False
11,recipient_register_id,recipient_ic,25947672,25947672,1,1,1.0,0,code,2074201,8,0.0,False,False
12,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,2074201,11,0.0,False,False
13,sender_address,sender_address,Stará 205 789 61 Bludov,789 61 Bludov,0,1,0.7222222222222222,10,text,2074201,23,0.43478260869565216,True,False
14,sender_tax_id,sender_dic,CZ7204215799,CZ7204215799,1,1,1.0,0,code,2074201,12,0.0,False,False
15,sender_register_id,sender_ic,69204705,69204705,1,1,1.0,0,code,2074201,8,0.0,False,False
16,sender_name,sender_name,Radek Sadil,Radek Sadil,1,1,1.0,0,text,2074201,11,0.0,False,False
17,sender_name,sender_name,Radek Sadil,Radek Sadil,1,1,1.0,0,text,2074201,11,0.0,False,False
18,tax_detail_base,tax_detail_base,1808.37,1808.37,1,1,1.0,0,amount,2074201,7,0.0,False,False
19,tax_detail_tax,tax_detail_tax,379.76,379.76,1,1,1.0,0,amount,2074201,6,0.0,False,False
20,tax_rate,tax_rate,21,21,1,1,1.0,0,misc,2074201,2,0.0,False,False
21,total_base,total_amount_base,1808.37,1808.37,1,1,1.0,0,amount,2074201,7,0.0,False,False
22,total_due,total_amount_due,2188.13,2188.13,1,1,1.0,0,amount,2074201,7,0.0,False,False
23,total_incl_tax,total_amount_incl_tax,2188.13,2188.13,1,1,1.0,0,amount,2074201,7,0.0,False,False
24,total_tax,total_amount_tax,379.76,379.76,1,1,1.0,0,amount,2074201,6,0.0,False,False
25,var_sym,var_sym,2003723,2003723,1,1,1.0,0,code,2074201,7,0.0,False,False
0,bank_account,bank_account,2002490102/2600,2002490102/2600,1,1,1.0,0,code,2074502,15,0.0,False,False
1,bank_account,bank_account,2002490401/2600,2002490401/2600,1,1,1.0,0,code,2074502,15,0.0,False,False
2,bank_account,bank_account,2002490807/2600,2002490807/2600,1,1,1.0,0,code,2074502,15,0.0,False,False
3,bic,bic,CITICZPX,CITICZPX,1,1,1.0,0,code,2074502,8,0.0,False,False
4,currency,currency,EUR,EUR,1,1,1.0,0,misc,2074502,3,0.0,False,False
5,due_date,date_due,2020-08-13,2020-08-13,1,1,1.0,0,date,2074502,10,0.0,False,False
6,due_date,date_due,2020-08-13,2020-08-13,1,1,1.0,0,date,2074502,10,0.0,False,False
7,issue_date,date_issue,2020-05-15,2020-05-15,1,1,1.0,0,date,2074502,10,0.0,False,False
8,issue_date,date_issue,2020-05-15,2020-05-15,1,1,1.0,0,date,2074502,10,0.0,False,False
9,exchange_rate,exchange_rate,"2,75700X10CZK","2,75700X1OCZK",0,0,0.9230769230769231,1,misc,2074502,13,0.07692307692307693,True,False
10,iban,iban,CZ3726000000002002490401,CZ3726000000002002490401,1,1,1.0,0,code,2074502,24,0.0,False,False
11,iban,iban,CZ3626000000002002490807,CZ3626000000002002490807,1,1,1.0,0,code,2074502,24,0.0,False,False
12,invoice_id,invoice_id,9202755796,9202755796,1,1,1.0,0,code,2074502,10,0.0,False,False
13,invoice_id,invoice_id,9202755796,9202755796,1,1,1.0,0,code,2074502,10,0.0,False,False
14,order_id,order_id,4010458832,4010458832,1,1,1.0,0,code,2074502,10,0.0,False,False
15,order_id,order_id,4010458832,4010458832,1,1,1.0,0,code,2074502,10,0.0,False,False
16,recipient_address,recipient_address,"Trebesov 1 , 516 01 Trebesov","Trebesov 1,516 01 Trebesov",0,0,0.9629629629629629,2,text,2074502,28,0.07142857142857142,True,False
17,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2074502,10,0.0,False,False
18,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,2074502,11,0.0,False,False
19,sender_address,sender_address,V Parku 2343/24 148 00 Praha 4 Česká Republika,148 00 Praha 4,0,1,0.4666666666666667,32,text,2074502,46,0.6956521739130435,True,False
20,sender_address,sender_address,V Parku 2343/24 14800 Praha 4 Česká Republika,V Parku 2343/24 14800 Praha 4 Česká Republika,1,1,1.0,0,text,2074502,45,0.0,False,False
21,sender_address,sender_address,V Parku 2343/24 14800 Praha 4 Česká Republika,V Parku 2343/24 14800 Praha 4 Česká Republika,1,1,1.0,0,text,2074502,45,0.0,False,False
22,sender_tax_id,sender_dic,CZ41195698,CZ41195698,1,1,1.0,0,code,2074502,10,0.0,False,False
23,sender_tax_id,sender_dic,CZ41195698,CZ41195698,1,1,1.0,0,code,2074502,10,0.0,False,False
24,sender_tax_id,sender_dic,CZ41195698,CZ41195698,1,1,1.0,0,code,2074502,10,0.0,False,False
25,sender_register_id,sender_ic,41195698,41195698,1,1,1.0,0,code,2074502,8,0.0,False,False
26,sender_register_id,sender_ic,41195698,41195698,1,1,1.0,0,code,2074502,8,0.0,False,False
27,sender_name,sender_name,"3M Česko, spol. s r.o.","3M Česko, spol. s.r.o.",0,0,0.9545454545454546,1,text,2074502,22,0.045454545454545456,True,False
28,sender_name,sender_name,"3M Česko, spol. s ro.",3M Česko; spol. s ro.,0,0,0.9523809523809523,1,text,2074502,21,0.047619047619047616,True,False
29,sender_name,sender_name,"3M Česko, spol. s r.o",3M Česko;,0,0,0.5333333333333333,13,text,2074502,21,0.6190476190476191,True,False
30,tax_detail_base,tax_detail_base,834.15,834.15,1,1,1.0,0,amount,2074502,6,0.0,False,False
31,tax_detail_tax,tax_detail_tax,175.17,175.17,1,1,1.0,0,amount,2074502,6,0.0,False,False
32,tax_rate,tax_rate,21,21,1,1,1.0,0,misc,2074502,2,0.0,False,False
33,total_base,total_amount_base,834.15,834.15,1,1,1.0,0,amount,2074502,6,0.0,False,False
34,total_due,total_amount_due,1009.32,1009.32,1,1,1.0,0,amount,2074502,7,0.0,False,False
35,total_incl_tax,total_amount_incl_tax,1009.32,1009.32,1,1,1.0,0,amount,2074502,7,0.0,False,False
36,total_tax,total_amount_tax,175.17,175.17,1,1,1.0,0,amount,2074502,6,0.0,False,False
37,var_sym,var_sym,9202755796,9202755796,1,1,1.0,0,code,2074502,10,0.0,False,False
0,bank_account,bank_account,158591867/0300,158591867/0300,1,1,1.0,0,code,2074504,14,0.0,False,False
1,currency,currency,CZK,Kč,0,0,0.4,3,misc,2074504,3,1.0,True,False
2,due_date,date_due,2020-05-26,2020-05-26,1,1,1.0,0,date,2074504,10,0.0,False,False
3,issue_date,date_issue,2020-05-12,2020-05-12,1,1,1.0,0,date,2074504,10,0.0,False,False
4,taxable_supply_date,date_uzp,2020-05-12,2020-05-12,1,1,1.0,0,date,2074504,10,0.0,False,False
5,description,description,Fakturujeme Vám za dodané zboží:,Fakturujeme Vám za dodané zboží:,1,1,1.0,0,text,2074504,32,0.0,False,False
6,invoice_id,invoice_id,202010534,202010534,1,1,1.0,0,code,2074504,9,0.0,False,False
7,invoice_id,invoice_id,202010534,202010534,1,1,1.0,0,code,2074504,9,0.0,False,False
8,order_id,order_id,e-shop 2020002076,e-shop2020002076,0,0,0.9696969696969697,1,code,2074504,17,0.058823529411764705,True,False
9,recipient_address,recipient_address,Třebešov 1 516 01 Třebešov,516 01 Třebešov,0,1,0.7317073170731707,11,text,2074504,26,0.4230769230769231,True,False
10,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2074504,10,0.0,False,False
11,recipient_register_id,recipient_ic,25947672,25947672,1,1,1.0,0,code,2074504,8,0.0,False,False
12,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,2074504,11,0.0,False,False
13,sender_address,sender_address,Ve Stromkách 41 252 50 Vestec u Prahy,252 50 Vestec u Prahy,0,1,0.7241379310344828,16,text,2074504,37,0.43243243243243246,True,False
14,sender_tax_id,sender_dic,CZ14891344,,0,1,0.0,10,code,2074504,10,1.0,False,True
15,sender_register_id,sender_ic,14891344,14891344,1,1,1.0,0,code,2074504,8,0.0,False,False
16,sender_name,sender_name,"Unimed Praha, s.r.o.",,0,1,0.0,20,text,2074504,20,1.0,False,True
17,sender_name,sender_name,"Unimed Praha, s.r.o.",,0,1,0.0,20,text,2074504,20,1.0,False,True
18,total_base,total_amount_base,5733.00,5733.00,1,1,1.0,0,amount,2074504,7,0.0,False,False
19,total_due,total_amount_due,6936.93,6936.93,1,1,1.0,0,amount,2074504,7,0.0,False,False
20,total_incl_tax,total_amount_incl_tax,6936.93,6936.93,1,1,1.0,0,amount,2074504,7,0.0,False,False
21,total_rounding,total_amount_rounding,0.00,0.00,1,1,1.0,0,amount,2074504,4,0.0,False,False
22,total_tax,total_amount_tax,1203.93,1203.93,1,1,1.0,0,amount,2074504,7,0.0,False,False
23,var_sym,var_sym,202010534,202010534,1,1,1.0,0,code,2074504,9,0.0,False,False
0,bank_account,bank_account,2002490102/2600,2002490102/2600,1,1,1.0,0,code,2074505,15,0.0,False,False
1,bank_account,bank_account,2002490401/2600,2002490401/2600,1,1,1.0,0,code,2074505,15,0.0,False,False
2,bank_account,bank_account,2002490807/2600,2002490807/2600,1,1,1.0,0,code,2074505,15,0.0,False,False
3,bic,bic,CITICZPX,CITICZPX,1,1,1.0,0,code,2074505,8,0.0,False,False
4,currency,currency,EUR,EUR,1,1,1.0,0,misc,2074505,3,0.0,False,False
5,due_date,date_due,2020-08-13,2020-08-13,1,1,1.0,0,date,2074505,10,0.0,False,False
6,issue_date,date_issue,2020-05-15,2020-05-15,1,1,1.0,0,date,2074505,10,0.0,False,False
7,description,description,"3M TM VHB TM oboustranně silně lepicí akrylová páska 4950F, bílá, 19 mm x 33 m Země odeslání: Německo Země původu: Německo",3MTM VHBTM oboustranně 'silně lepicí akrylová páska,0,0,0.5780346820809249,73,text,2074505,122,0.5983606557377049,True,False
8,exchange_rate,exchange_rate,"2,75700X10CZK","2,75700X1OCZK",0,0,0.9230769230769231,1,misc,2074505,13,0.07692307692307693,True,False
9,iban,iban,CZ3726000000002002490401,CZ3726000000002002490401,1,1,1.0,0,code,2074505,24,0.0,False,False
10,iban,iban,CZ3626000000002002490807,CZ3626000000002002490807,1,1,1.0,0,code,2074505,24,0.0,False,False
11,invoice_id,invoice_id,9202755798,9202755798,1,1,1.0,0,code,2074505,10,0.0,False,False
12,order_id,order_id,4010471196,4010471196,1,1,1.0,0,code,2074505,10,0.0,False,False
13,recipient_address,recipient_address,Trebesov 1 516 01 Trebesov,"Trebesov 1,516 01 Trebesov",0,0,0.9615384615384616,1,text,2074505,26,0.038461538461538464,True,False
14,recipient_tax_id,recipient_dic,CZ25947672,CZ25947672,1,1,1.0,0,code,2074505,10,0.0,False,False
15,recipient_name,recipient_name,MATRIX a.s.,MATRIX a.s.,1,1,1.0,0,text,2074505,11,0.0,False,False
16,sender_address,sender_address,V Parku 2343/24 148 00 Praha 4 Česká Republika,148 00 Praha 4,0,1,0.4666666666666667,32,text,2074505,46,0.6956521739130435,True,False
17,sender_address,sender_address,V Parku 2343/24 14800 Praha 4 Česká Republika,V Parku 2343/24 14800 Praha 4 Česká Republika,1,1,1.0,0,text,2074505,45,0.0,False,False
18,sender_tax_id,sender_dic,CZ41195698,CZ41195698,1,1,1.0,0,code,2074505,10,0.0,False,False
19,sender_tax_id,sender_dic,CZ41195698,CZ41195698,1,1,1.0,0,code,2074505,10,0.0,False,False
20,sender_register_id,sender_ic,41195698,41195698,1,1,1.0,0,code,2074505,8,0.0,False,False
21,sender_name,sender_name,"3M Česko, spol. s r.o.",3M Česko; spol. s r.o,0,0,0.9302325581395349,2,text,2074505,22,0.09090909090909091,True,False
22,sender_name,sender_name,"3M Česko, spol. s r.o.","3M Česko, spol. s.r.o.",0,0,0.9545454545454546,1,text,2074505,22,0.045454545454545456,True,False
23,tax_detail_base,tax_detail_base,373.68,373.68,1,1,1.0,0,amount,2074505,6,0.0,False,False
24,tax_detail_tax,tax_detail_tax,78.47,78.47,1,1,1.0,0,amount,2074505,5,0.0,False,False
25,tax_rate,tax_rate,21,21,1,1,1.0,0,misc,2074505,2,0.0,False,False
26,total_base,total_amount_base,373.68,373.68,1,1,1.0,0,amount,2074505,6,0.0,False,False
27,total_due,total_amount_due,452.15,452.15,1,1,1.0,0,amount,2074505,6,0.0,False,False
28,total_incl_tax,total_amount_incl_tax,452.15,452.15,1,1,1.0,0,amount,2074505,6,0.0,False,False
29,total_tax,total_amount_tax,78.47,78.47,1,1,1.0,0,amount,2074505,5,0.0,False,False
30,var_sym,var_sym,9202755798,9202755798,1,1,1.0,0,code,2074505,10,0.0,False,False
0,bank_account,bank_account,2002490102/2600,2002490102/2600,1,1,1.0,0,code,2074507,15,0.0,False,False
1,bank_account,bank_account,2002490401/2600,2002490401/2600,1,1,1.0,0,code,2074507,15,0.0,False,False
2,bank_account,bank_account,2002490807/2600,2002490807/2600,1,1,1.0,0,code,2074507,15,0.0,False,False
3,bic,bic,CITICZPX,CITICZPX,1,1,1.0,0,code,2074507,8,0.0,False,False
4,currency,currency,EUR,EUR,1,1,1.0,0,misc,2074507,3,0.0,False,False
5,due_date,date_due,2020-08-10,2020-08-10,1,1,1.0,0,date,2074507,10,0.0,False,False
6,due_date,date_due,2020-08-10,2020-08-10,1,1,1.0,0,date,2074507,10,0.0,False,False
7,issue_date,date_issue,2020-05-12,2020-05-12,1,1,1.0,0,date,2074507,10,0.0,False,False
8,issue_date,date_issue,2020-05-12,2020-05-12,1,1,1.0,0,date,2074507,10,0.0,False,False
